a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,m11,n12,o13,p14,q15,r16,s17,s18,t19,
880,mstr,50843855,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50902420,,,,,881,881,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
881,mstr,50902420,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50960985,,,,,882,882,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
882,mstr,50960985,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51019550,,,,,883,883,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
883,mstr,51019550,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51078115,,,,,884,884,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
884,mstr,51078115,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51136680,,,,,885,885,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
885,mstr,51136680,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51195245,,,,,886,886,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
886,mstr,51195245,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51253810,,,,,887,887,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
887,mstr,51253810,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51312375,,,,,888,888,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
888,mstr,51312375,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51370940,,,,,889,889,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
889,mstr,51370940,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51429505,,,,,890,890,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
890,mstr,51429505,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51488070,,,,,891,891,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
891,mstr,51488070,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51546635,,,,,892,892,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
892,mstr,51546635,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51605200,,,,,893,893,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
893,mstr,51605200,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51663765,,,,,894,894,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
894,mstr,51663765,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51722330,,,,,895,895,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
895,mstr,51722330,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51780895,,,,,896,896,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
896,mstr,51780895,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51839460,,,,,897,897,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
897,mstr,51839460,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51898025,,,,,898,898,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
898,mstr,51898025,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51956590,,,,,899,899,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
899,mstr,51956590,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52015155,,,,,900,900,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
900,mstr,52015155,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52073720,,,,,901,901,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
901,mstr,52073720,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52132285,,,,,902,902,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
902,mstr,52132285,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52190850,,,,,903,903,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
903,mstr,52190850,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52249415,,,,,904,904,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
904,mstr,52249415,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52307980,,,,,905,905,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
905,mstr,52307980,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52366545,,,,,906,906,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
906,mstr,52366545,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52425110,,,,,907,907,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
907,mstr,52425110,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52483675,,,,,908,908,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
908,mstr,52483675,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52542240,,,,,909,909,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
909,mstr,52542240,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52600805,,,,,910,910,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
910,mstr,52600805,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52659370,,,,,911,911,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
911,mstr,52659370,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52717935,,,,,912,912,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
912,mstr,52717935,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52776500,,,,,913,913,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
913,mstr,52776500,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52835065,,,,,914,914,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
914,mstr,52835065,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52893630,,,,,915,915,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
915,mstr,52893630,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52952195,,,,,916,916,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
916,mstr,52952195,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53010760,,,,,917,917,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
917,mstr,53010760,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53069325,,,,,918,918,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
918,mstr,53069325,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53127890,,,,,919,919,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
919,mstr,53127890,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53186455,,,,,920,920,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
920,mstr,53186455,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53245020,,,,,921,921,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
921,mstr,53245020,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53303585,,,,,922,922,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
922,mstr,53303585,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53362150,,,,,923,923,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
923,mstr,53362150,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53420715,,,,,924,924,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
924,mstr,53420715,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53479280,,,,,925,925,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
925,mstr,53479280,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53537845,,,,,926,926,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
926,mstr,53537845,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53596410,,,,,927,927,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
927,mstr,53596410,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53654975,,,,,928,928,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
928,mstr,53654975,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53713540,,,,,929,929,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
929,mstr,53713540,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53772105,,,,,930,930,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
930,mstr,53772105,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53830670,,,,,931,931,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
931,mstr,53830670,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53889235,,,,,932,932,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
932,mstr,53889235,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53947800,,,,,933,933,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
933,mstr,53947800,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54006365,,,,,934,934,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
934,mstr,54006365,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54064930,,,,,935,935,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
935,mstr,54064930,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54123495,,,,,936,936,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
936,mstr,54123495,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54182060,,,,,937,937,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
937,mstr,54182060,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54240625,,,,,938,938,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
938,mstr,54240625,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54299190,,,,,939,939,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
939,mstr,54299190,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54357755,,,,,940,940,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
940,mstr,54357755,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54416320,,,,,941,941,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
941,mstr,54416320,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54474885,,,,,942,942,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
942,mstr,54474885,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54533450,,,,,943,943,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
943,mstr,54533450,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54592015,,,,,944,944,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
944,mstr,54592015,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54650580,,,,,945,945,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
945,mstr,54650580,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54709145,,,,,946,946,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
946,mstr,54709145,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54767710,,,,,947,947,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
947,mstr,54767710,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54826275,,,,,948,948,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
948,mstr,54826275,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54884840,,,,,949,949,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
949,mstr,54884840,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54943405,,,,,950,950,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
950,mstr,54943405,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55001970,,,,,951,951,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
951,mstr,55001970,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55060535,,,,,952,952,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
952,mstr,55060535,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55119100,,,,,953,953,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
953,mstr,55119100,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55177665,,,,,954,954,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
954,mstr,55177665,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55236230,,,,,955,955,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
955,mstr,55236230,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55294795,,,,,956,956,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
956,mstr,55294795,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55353360,,,,,957,957,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
957,mstr,55353360,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55411925,,,,,958,958,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
958,mstr,55411925,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55470490,,,,,959,959,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
959,mstr,55470490,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55529055,,,,,960,960,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
960,mstr,55529055,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55587620,,,,,961,961,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
961,mstr,55587620,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55646185,,,,,962,962,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
962,mstr,55646185,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55704750,,,,,963,963,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
963,mstr,55704750,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55763315,,,,,964,964,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
964,mstr,55763315,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55821880,,,,,965,965,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
965,mstr,55821880,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55880445,,,,,966,966,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
966,mstr,55880445,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55939010,,,,,967,967,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
967,mstr,55939010,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55997575,,,,,968,968,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
968,mstr,55997575,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56056140,,,,,969,969,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
969,mstr,56056140,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56114705,,,,,970,970,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
970,mstr,56114705,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56173270,,,,,971,971,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
971,mstr,56173270,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56231835,,,,,972,972,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
972,mstr,56231835,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56290400,,,,,973,973,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
973,mstr,56290400,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56348965,,,,,974,974,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
974,mstr,56348965,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56407530,,,,,975,975,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
975,mstr,56407530,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56466095,,,,,976,976,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
976,mstr,56466095,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56524660,,,,,977,977,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
977,mstr,56524660,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56583225,,,,,978,978,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
978,mstr,56583225,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56641790,,,,,979,979,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
979,mstr,56641790,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56700355,,,,,980,980,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
980,mstr,56700355,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56758920,,,,,981,981,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
981,mstr,56758920,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56817485,,,,,982,982,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
982,mstr,56817485,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56876050,,,,,983,983,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
983,mstr,56876050,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56934615,,,,,984,984,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
984,mstr,56934615,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56993180,,,,,985,985,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
985,mstr,56993180,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,57051745,,,,,986,986,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
986,mstr,57051745,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,57110310,,,,,987,987,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
987,mstr,57110310,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,57168875,,,,,988,988,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
988,mstr,57168875,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,57227440,,,,,989,989,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
989,mstr,57227440,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,57286005,,,,,990,990,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
990,mstr,57286005,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,57344570,,,,,991,991,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
991,mstr,57344570,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,57403135,,,,,992,992,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
992,mstr,57403135,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,57461700,,,,,993,993,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
993,mstr,57461700,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,57520265,,,,,994,994,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
994,mstr,57520265,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,57578830,,,,,995,995,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
995,mstr,57578830,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,57637395,,,,,996,996,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
996,mstr,57637395,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,57695960,,,,,997,997,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
997,mstr,57695960,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,57754525,,,,,998,998,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
998,mstr,57754525,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,57813090,,,,,999,999,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
999,mstr,57813090,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,57871655,,,,,1000,1000,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
