a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,u20,
3045,AEC_CONTRACT,contract_ch_kg,AEC_CONTRACT_KG_TITLE,AEC_DAILY_ASSAULT_KILLS_DESC,,,,75,AEC_UNIT_KILLS,4800,0x50000B6,,,,,,,,,,
3046,AEC_CONTRACT,contract_ch_gdb,AEC_CONTRACT_GDB_TITLE,AEC_DAILY_ASSAULT_HEADSHOTS_DESC,,,,15,AEC_UNIT_HEADSHOTS,5100,0x50000B7,,,,,,,,,,
3047,AEC_CONTRACT,contract_ch_wimmer,AEC_CONTRACT_WIMMER_TITLE,AEC_DAILY_ASSAULT_KILLS_DESC,,,,150,AEC_UNIT_KILLS,7200,0x50000B8,,,,,,,,,,
3048,AEC_CONTRACT,contract_ch_lad,AEC_CONTRACT_LAD_TITLE,AEC_DAILY_LMG_HEADSHOTS_DESC,,,,10,AEC_UNIT_HEADSHOTS,4800,0x50000B9,,,,,,,,,,
3049,AEC_CONTRACT,contract_ch_chatellerault,AEC_CONTRACT_CHATELLERAULT_TITLE,AEC_DAILY_CROUCH_PRONE_DESC,,,,50,AEC_UNIT_KILLS,6000,0x50000BA,,,,,,,,,,
3050,AEC_CONTRACT,contract_ch_austen,AEC_CONTRACT_AUSTEN_TITLE,AEC_WEEKLY_HIPFIRE_DESC,,,,30,AEC_UNIT_KILLS,3600,0x50000BB,,,,,,,,,,
3051,AEC_CONTRACT,contract_ch_bechowiec,AEC_CONTRACT_BECHOWIEC_TITLE,AEC_DAILY_SMG_KILLS_DESC,,,,200,AEC_UNIT_KILLS,10800,0x50000BC,,,,,,,,,,
3052,AEC_CONTRACT,contract_ch_blyskawica,AEC_CONTRACT_BLYSKAWICA_TITLE,AEC_WEEKLY_MULTI_KILL_DESC,,,,10,AEC_UNIT_MULTIKILLS,3600,0x50000BD,,,,,,,,,,
3053,AEC_CONTRACT,contract_ch_m2,AEC_CONTRACT_M2_TITLE,AEC_WEEKLY_HIPFIRE_DESC,,,,30,AEC_UNIT_KILLS,3600,0x50000BE,,,,,,,,,,
3054,AEC_CONTRACT,contract_ch_erma,AEC_CONTRACT_ERMA_TITLE,AEC_HEADSHOTS_SMG_DESC,,,,15,AEC_UNIT_HEADSHOTS,5100,0x50000BF,,,,,,,,,,
3055,AEC_CONTRACT,contract_ch_m36,AEC_CONTRACT_M36_TITLE,AEC_DAILY_SNIPER_HEADSHOTS_DESC,,,,10,AEC_UNIT_HEADSHOTS,4800,0x50000C0,,,,,,,,,,
3056,AEC_CONTRACT,contract_ch_wz,AEC_CONTRACT_WZ_TITLE,AEC_DAILY_SNIPER_KILLS_DESC,,,,50,AEC_UNIT_KILLS,3600,0x50000C1,,,,,,,,,,
3057,AEC_CONTRACT,contract_ch_dagger,AEC_CONTRACT_DAGGER_TITLE,AEC_WEEKLY_MELEE_KILLS_DESC,,,,40,AEC_UNIT_KILLS,7200,0x50000C2,,,,,,,,,,
3058,AEC_DAILY,daily_ch_special_theater_watch_2,AEC_DAILY_SPECIAL_THEATER_TITLE,AEC_SPECIAL_THEATER_WATCH_DESC,,,,1,,,,,,,,,,,,,
