a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,
886,mstr,50029150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50087600,,,,,,887,887,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
887,mstr,50087600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50146050,,,,,,888,888,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
888,mstr,50146050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50204500,,,,,,889,889,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
889,mstr,50204500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50262950,,,,,,890,890,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
890,mstr,50262950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50321400,,,,,,891,891,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
891,mstr,50321400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50379850,,,,,,892,892,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
892,mstr,50379850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50438300,,,,,,893,893,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
893,mstr,50438300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50496750,,,,,,894,894,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
894,mstr,50496750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50555200,,,,,,895,895,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
895,mstr,50555200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50613650,,,,,,896,896,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
896,mstr,50613650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50672100,,,,,,897,897,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
897,mstr,50672100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50730550,,,,,,898,898,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
898,mstr,50730550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50789000,,,,,,899,899,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
899,mstr,50789000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50847450,,,,,,900,900,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
900,mstr,50847450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50905900,,,,,,901,901,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
901,mstr,50905900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,50964350,,,,,,902,902,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
902,mstr,50964350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51022800,,,,,,903,903,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
903,mstr,51022800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51081250,,,,,,904,904,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
904,mstr,51081250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51139700,,,,,,905,905,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
905,mstr,51139700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51198150,,,,,,906,906,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
906,mstr,51198150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51256600,,,,,,907,907,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
907,mstr,51256600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51315050,,,,,,908,908,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
908,mstr,51315050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51373500,,,,,,909,909,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
909,mstr,51373500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51431950,,,,,,910,910,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
910,mstr,51431950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51490400,,,,,,911,911,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
911,mstr,51490400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51548850,,,,,,912,912,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
912,mstr,51548850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51607300,,,,,,913,913,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
913,mstr,51607300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51665750,,,,,,914,914,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
914,mstr,51665750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51724200,,,,,,915,915,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
915,mstr,51724200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51782650,,,,,,916,916,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
916,mstr,51782650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51841100,,,,,,917,917,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
917,mstr,51841100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51899550,,,,,,918,918,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
918,mstr,51899550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,51958000,,,,,,919,919,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
919,mstr,51958000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52016450,,,,,,920,920,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
920,mstr,52016450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52074900,,,,,,921,921,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
921,mstr,52074900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52133350,,,,,,922,922,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
922,mstr,52133350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52191800,,,,,,923,923,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
923,mstr,52191800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52250250,,,,,,924,924,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
924,mstr,52250250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52308700,,,,,,925,925,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
925,mstr,52308700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52367150,,,,,,926,926,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
926,mstr,52367150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52425600,,,,,,927,927,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
927,mstr,52425600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52484050,,,,,,928,928,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
928,mstr,52484050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52542500,,,,,,929,929,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
929,mstr,52542500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52600950,,,,,,930,930,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
930,mstr,52600950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52659400,,,,,,931,931,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
931,mstr,52659400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52717850,,,,,,932,932,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
932,mstr,52717850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52776300,,,,,,933,933,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
933,mstr,52776300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52834750,,,,,,934,934,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
934,mstr,52834750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52893200,,,,,,935,935,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
935,mstr,52893200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,52951650,,,,,,936,936,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
936,mstr,52951650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53010100,,,,,,937,937,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
937,mstr,53010100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53068550,,,,,,938,938,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
938,mstr,53068550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53127000,,,,,,939,939,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
939,mstr,53127000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53185450,,,,,,940,940,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
940,mstr,53185450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53243900,,,,,,941,941,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
941,mstr,53243900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53302350,,,,,,942,942,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
942,mstr,53302350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53360800,,,,,,943,943,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
943,mstr,53360800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53419250,,,,,,944,944,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
944,mstr,53419250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53477700,,,,,,945,945,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
945,mstr,53477700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53536150,,,,,,946,946,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
946,mstr,53536150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53594600,,,,,,947,947,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
947,mstr,53594600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53653050,,,,,,948,948,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
948,mstr,53653050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53711500,,,,,,949,949,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
949,mstr,53711500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53769950,,,,,,950,950,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
950,mstr,53769950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53828400,,,,,,951,951,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
951,mstr,53828400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53886850,,,,,,952,952,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
952,mstr,53886850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,53945300,,,,,,953,953,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
953,mstr,53945300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54003750,,,,,,954,954,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
954,mstr,54003750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54062200,,,,,,955,955,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
955,mstr,54062200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54120650,,,,,,956,956,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
956,mstr,54120650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54179100,,,,,,957,957,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
957,mstr,54179100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54237550,,,,,,958,958,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
958,mstr,54237550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54296000,,,,,,959,959,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
959,mstr,54296000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54354450,,,,,,960,960,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
960,mstr,54354450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54412900,,,,,,961,961,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
961,mstr,54412900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54471350,,,,,,962,962,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
962,mstr,54471350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54529800,,,,,,963,963,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
963,mstr,54529800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54588250,,,,,,964,964,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
964,mstr,54588250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54646700,,,,,,965,965,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
965,mstr,54646700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54705150,,,,,,966,966,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
966,mstr,54705150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54763600,,,,,,967,967,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
967,mstr,54763600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54822050,,,,,,968,968,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
968,mstr,54822050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54880500,,,,,,969,969,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
969,mstr,54880500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54938950,,,,,,970,970,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
970,mstr,54938950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,54997400,,,,,,971,971,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
971,mstr,54997400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55055850,,,,,,972,972,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
972,mstr,55055850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55114300,,,,,,973,973,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
973,mstr,55114300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55172750,,,,,,974,974,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
974,mstr,55172750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55231200,,,,,,975,975,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
975,mstr,55231200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55289650,,,,,,976,976,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
976,mstr,55289650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55348100,,,,,,977,977,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
977,mstr,55348100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55406550,,,,,,978,978,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
978,mstr,55406550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55465000,,,,,,979,979,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
979,mstr,55465000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55523450,,,,,,980,980,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
980,mstr,55523450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55581900,,,,,,981,981,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
981,mstr,55581900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55640350,,,,,,982,982,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
982,mstr,55640350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55698800,,,,,,983,983,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
983,mstr,55698800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55757250,,,,,,984,984,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
984,mstr,55757250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55815700,,,,,,985,985,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
985,mstr,55815700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55874150,,,,,,986,986,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
986,mstr,55874150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55932600,,,,,,987,987,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
987,mstr,55932600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,55991050,,,,,,988,988,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
988,mstr,55991050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56049500,,,,,,989,989,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
989,mstr,56049500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56107950,,,,,,990,990,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
990,mstr,56107950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56166400,,,,,,991,991,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
991,mstr,56166400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56224850,,,,,,992,992,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
992,mstr,56224850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56283300,,,,,,993,993,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
993,mstr,56283300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56341750,,,,,,994,994,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
994,mstr,56341750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56400200,,,,,,995,995,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
995,mstr,56400200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56458650,,,,,,996,996,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
996,mstr,56458650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56517100,,,,,,997,997,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
997,mstr,56517100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56575550,,,,,,998,998,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
998,mstr,56575550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56634000,,,,,,999,999,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
999,mstr,56634000,58448,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,56692448,,,,,,1000,1000,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
